Name; IDay; IHour; IMinute; IDate; FDay; FHour; FMinute; FDate; Movie; Alocated Hour; Was Alocated; Alocated Room
Client489;4;17;30;6810;4;21;35;7055;Fim Da Inocencia;;nao;
Client491;6;19;37;9817;6;21;38;9938;Fim Da Inocencia;;nao;
Client494;6;17;46;9706;6;20;48;9888;Fim Da Inocencia;;nao;
Client496;3;17;44;5384;3;20;35;5555;Fim Da Inocencia;;nao;
Client500;6;18;17;9737;6;21;6;9906;Fim Da Inocencia;;nao;
Client503;6;15;50;9590;6;20;30;9870;Fim Da Inocencia;;nao;
Client505;4;17;31;6811;4;21;50;7070;Fim Da Inocencia;;nao;
Client506;5;18;29;8309;5;21;21;8481;Fim Da Inocencia;;nao;
Client495;0;18;0;1080;0;21;31;1291;Fim Da Inocencia;;nao;
Client514;4;17;29;6809;4;20;34;6994;Fim Da Inocencia;;nao;
Client517;5;16;19;8179;5;20;3;8403;Fim Da Inocencia;;nao;
Client525;5;16;12;8172;5;20;33;8433;Fim Da Inocencia;;nao;
Client518;5;16;54;8214;5;21;34;8494;Fim Da Inocencia;;nao;
Client528;6;18;9;9729;6;22;18;9978;Fim Da Inocencia;;nao;
Client529;5;16;25;8185;5;20;50;8450;Fim Da Inocencia;;nao;
Client530;4;16;53;6773;4;19;44;6944;Fim Da Inocencia;;nao;
Client540;6;15;52;9592;6;19;52;9832;Fim Da Inocencia;;nao;
Client544;4;17;40;6820;4;21;26;7046;Fim Da Inocencia;;nao;
Client545;4;18;37;6877;4;22;5;7085;Fim Da Inocencia;;nao;
Client549;0;18;16;1096;0;19;34;1174;Fim Da Inocencia;;nao;
Client551;5;15;57;8157;5;20;14;8414;Fim Da Inocencia;;nao;
Client553;4;19;49;6949;4;23;3;7143;Fim Da Inocencia;;nao;
Client554;4;19;25;6925;4;21;37;7057;Fim Da Inocencia;;nao;
Client556;5;18;16;8296;5;20;45;8445;Fim Da Inocencia;;nao;
Client563;0;18;44;1124;0;20;55;1255;Fim Da Inocencia;;nao;
Client561;4;19;6;6906;4;22;20;7100;Fim Da Inocencia;;nao;
Client566;5;16;25;8185;5;20;56;8456;Fim Da Inocencia;;nao;
Client567;5;16;54;8214;5;21;26;8486;Fim Da Inocencia;;nao;
Client570;4;16;40;6760;4;20;23;6983;Fim Da Inocencia;;nao;
Client571;5;17;5;8225;5;20;52;8452;Fim Da Inocencia;;nao;
Client574;6;17;16;9676;6;20;45;9885;Fim Da Inocencia;;nao;
Client577;4;17;55;6835;4;22;22;7102;Fim Da Inocencia;;nao;
Client580;4;18;55;6895;4;20;13;6973;Fim Da Inocencia;;nao;
Client584;4;20;20;6980;4;22;0;7080;Fim Da Inocencia;;nao;
Client586;0;19;32;1172;0;20;56;1256;Fim Da Inocencia;;nao;
Client589;4;19;24;6924;4;21;31;7051;Fim Da Inocencia;;nao;
Client592;5;19;9;8349;5;21;50;8510;Fim Da Inocencia;;nao;
Client596;4;16;20;6740;4;19;31;6931;Fim Da Inocencia;;nao;
Client595;4;21;23;7043;4;22;1;7081;Fim Da Inocencia;;nao;
Client599;4;20;20;6980;4;22;34;7114;Fim Da Inocencia;;nao;
Client6;4;18;46;6886;4;21;22;7042;Star Wars;;nao;
Client45;4;20;47;7007;4;21;7;7027;Star Wars;;nao;
Client56;4;20;26;6986;4;20;50;7010;Star Wars;;nao;
Client249;4;18;40;6880;4;21;37;7057;Star Wars;;nao;
Client310;5;17;2;8222;5;20;22;8422;Fim Da Inocencia;;nao;
Client309;4;17;50;6830;4;21;42;7062;Fim Da Inocencia;;nao;
Client304;4;17;17;6797;4;20;10;6970;Fim Da Inocencia;;nao;
Client306;5;16;28;8188;5;21;8;8468;Fim Da Inocencia;;nao;
Client301;1;19;10;2590;1;21;45;2745;Fim Da Inocencia;;nao;
Client291;6;18;34;9754;6;19;15;9795;Star Wars;;nao;
Client278;4;22;18;7098;4;22;35;7115;Star Wars;;nao;
Client316;5;17;31;8251;5;20;46;8446;Fim Da Inocencia;;nao;
Client317;5;16;0;8160;5;21;6;8466;Fim Da Inocencia;;nao;
Client321;6;19;43;9823;6;20;39;9879;Fim Da Inocencia;;nao;
Client326;5;16;30;8190;5;21;34;8494;Fim Da Inocencia;;nao;
Client327;4;17;58;6838;4;21;8;7028;Fim Da Inocencia;;nao;
Client328;4;16;53;6773;4;21;31;7051;Fim Da Inocencia;;nao;
Client329;6;17;48;9708;6;21;39;9939;Fim Da Inocencia;;nao;
Client330;5;18;5;8285;5;20;42;8442;Fim Da Inocencia;;nao;
Client331;4;18;36;6876;4;21;14;7034;Fim Da Inocencia;;nao;
Client333;6;16;47;9647;6;20;41;9881;Fim Da Inocencia;;nao;
Client339;4;17;11;6791;4;21;25;7045;Fim Da Inocencia;;nao;
Client336;3;17;40;5380;3;21;4;5584;Fim Da Inocencia;;nao;
Client340;5;18;56;8336;5;21;52;8512;Fim Da Inocencia;;nao;
Client349;5;17;38;8258;5;20;54;8454;Fim Da Inocencia;;nao;
Client354;4;17;57;6837;4;21;40;7060;Fim Da Inocencia;;nao;
Client358;5;17;30;8250;5;21;21;8481;Fim Da Inocencia;;nao;
Client361;1;19;6;2586;1;21;11;2711;Fim Da Inocencia;;nao;
Client362;4;19;33;6933;4;21;59;7079;Fim Da Inocencia;;nao;
Client366;5;15;31;8131;5;21;14;8474;Fim Da Inocencia;;nao;
Client367;6;16;40;9640;6;20;36;9876;Fim Da Inocencia;;nao;
Client368;5;15;8;8108;5;18;28;8308;Fim Da Inocencia;;nao;
Client369;4;16;36;6756;4;19;54;6954;Fim Da Inocencia;;nao;
Client372;6;19;1;9781;6;21;55;9955;Fim Da Inocencia;;nao;
Client374;5;18;54;8334;5;21;18;8478;Fim Da Inocencia;;nao;
Client376;5;16;10;8170;5;20;53;8453;Fim Da Inocencia;;nao;
Client377;5;15;34;8134;5;20;11;8411;Fim Da Inocencia;;nao;
Client378;5;16;6;8166;5;20;5;8405;Fim Da Inocencia;;nao;
Client371;6;17;53;9713;6;20;39;9879;Fim Da Inocencia;;nao;
Client375;5;18;11;8291;5;22;11;8531;Fim Da Inocencia;;nao;
Client382;6;17;10;9670;6;20;33;9873;Fim Da Inocencia;;nao;
Client389;5;18;31;8311;5;20;44;8444;Fim Da Inocencia;;nao;
Client387;6;16;46;9646;6;21;35;9935;Fim Da Inocencia;;nao;
Client386;3;18;14;5414;3;21;13;5593;Fim Da Inocencia;;nao;
Client390;5;18;25;8305;5;20;44;8444;Fim Da Inocencia;;nao;
Client391;6;17;55;9715;6;21;11;9911;Fim Da Inocencia;;nao;
Client395;4;16;54;6774;4;20;27;6987;Fim Da Inocencia;;nao;
Client399;4;18;14;6854;4;22;33;7113;Fim Da Inocencia;;nao;
Client404;4;18;11;6851;4;21;2;7022;Fim Da Inocencia;;nao;
Client411;4;17;15;6795;4;22;5;7085;Fim Da Inocencia;;nao;
Client410;3;17;20;5360;3;19;57;5517;Fim Da Inocencia;;nao;
Client401;4;20;42;7002;4;21;33;7053;Fim Da Inocencia;;nao;
Client415;5;16;44;8204;5;20;15;8415;Fim Da Inocencia;;nao;
Client412;4;21;16;7036;4;22;7;7087;Fim Da Inocencia;;nao;
Client416;1;18;27;2547;1;21;19;2719;Fim Da Inocencia;;nao;
Client393;1;18;29;2549;1;21;24;2724;Fim Da Inocencia;;nao;
Client419;4;18;1;6841;4;21;34;7054;Fim Da Inocencia;;nao;
Client421;5;16;2;8162;5;20;30;8430;Fim Da Inocencia;;nao;
Client422;6;16;55;9655;6;20;20;9860;Fim Da Inocencia;;nao;
Client426;5;17;19;8239;5;20;43;8443;Fim Da Inocencia;;nao;
Client430;0;18;33;1113;0;21;33;1293;Fim Da Inocencia;;nao;
Client433;5;16;0;8160;5;20;8;8408;Fim Da Inocencia;;nao;
Client434;5;19;27;8367;5;21;52;8512;Fim Da Inocencia;;nao;
Client446;6;17;29;9689;6;20;20;9860;Fim Da Inocencia;;nao;
Client449;1;18;42;2562;1;21;7;2707;Fim Da Inocencia;;nao;
Client450;4;16;29;6749;4;21;11;7031;Fim Da Inocencia;;nao;
Client442;4;17;34;6814;4;19;58;6958;Fim Da Inocencia;;nao;
Client451;5;16;21;8181;5;21;17;8477;Fim Da Inocencia;;nao;
Client448;1;18;8;2528;1;21;45;2745;Fim Da Inocencia;;nao;
Client453;4;16;37;6757;4;20;10;6970;Fim Da Inocencia;;nao;
Client455;4;17;49;6829;4;22;4;7084;Fim Da Inocencia;;nao;
Client456;5;18;25;8305;5;20;43;8443;Fim Da Inocencia;;nao;
Client458;6;17;45;9705;6;20;26;9866;Fim Da Inocencia;;nao;
Client462;6;17;40;9700;6;21;29;9929;Fim Da Inocencia;;nao;
Client463;4;17;57;6837;4;21;13;7033;Fim Da Inocencia;;nao;
Client466;1;18;12;2532;1;21;36;2736;Fim Da Inocencia;;nao;
Client473;5;17;0;8220;5;21;3;8463;Fim Da Inocencia;;nao;
Client477;1;18;16;2536;1;22;1;2761;Fim Da Inocencia;;nao;
Client478;3;17;29;5369;3;20;31;5551;Fim Da Inocencia;;nao;
Client481;6;17;41;9701;6;21;14;9914;Fim Da Inocencia;;nao;
Client486;4;18;3;6843;4;21;13;7033;Fim Da Inocencia;;nao;
Client487;5;16;39;8199;5;20;43;8443;Fim Da Inocencia;;nao;
Client488;4;20;53;7013;4;21;0;7020;Fim Da Inocencia;;nao;
Client479;4;16;40;6760;4;19;56;6956;Fim Da Inocencia;;nao;
Client494;5;16;10;8170;5;19;47;8387;Fim Da Inocencia;;nao;
Client495;6;17;24;9684;6;20;34;9874;Fim Da Inocencia;;nao;
Client496;5;17;1;8221;5;21;8;8468;Fim Da Inocencia;;nao;
Client500;5;16;14;8174;5;22;10;8530;Fim Da Inocencia;;nao;
Client501;4;19;6;6906;4;22;43;7123;Fim Da Inocencia;;nao;
Client502;6;18;2;9722;6;21;47;9947;Fim Da Inocencia;;nao;
Client507;5;19;2;8342;5;21;5;8465;Fim Da Inocencia;;nao;
Client510;5;17;7;8227;5;20;20;8420;Fim Da Inocencia;;nao;
Client511;0;20;24;1224;0;21;15;1275;Fim Da Inocencia;;nao;
Client515;5;15;28;8128;5;19;26;8366;Fim Da Inocencia;;nao;
Client518;5;17;58;8278;5;22;9;8529;Fim Da Inocencia;;nao;
Client521;6;16;35;9635;6;20;32;9872;Fim Da Inocencia;;nao;
Client524;5;16;1;8161;5;20;4;8404;Fim Da Inocencia;;nao;
Client543;6;17;56;9716;6;20;52;9892;Fim Da Inocencia;;nao;
Client544;1;22;3;2763;1;22;31;2791;Fim Da Inocencia;;nao;
Client545;6;16;47;9647;6;21;37;9937;Fim Da Inocencia;;nao;
Client547;4;16;36;6756;4;19;42;6942;Fim Da Inocencia;;nao;
Client549;5;18;25;8305;5;21;18;8478;Fim Da Inocencia;;nao;
Client551;5;17;35;8255;5;21;47;8507;Fim Da Inocencia;;nao;
Client552;4;18;28;6868;4;20;30;6990;Fim Da Inocencia;;nao;
Client557;4;17;56;6836;4;21;28;7048;Fim Da Inocencia;;nao;
Client548;5;16;30;8190;5;21;5;8465;Fim Da Inocencia;;nao;
Client555;5;19;15;8355;5;21;57;8517;Fim Da Inocencia;;nao;
Client553;5;16;42;8202;5;21;18;8478;Fim Da Inocencia;;nao;
Client560;4;18;9;6849;4;18;43;6883;Fim Da Inocencia;;nao;
Client563;5;19;20;8360;5;21;54;8514;Fim Da Inocencia;;nao;
Client569;4;17;54;6834;4;21;39;7059;Fim Da Inocencia;;nao;
Client571;5;15;32;8132;5;20;48;8448;Fim Da Inocencia;;nao;
Client577;5;15;53;8153;5;19;18;8358;Fim Da Inocencia;;nao;
Client579;5;17;12;8232;5;19;23;8363;Fim Da Inocencia;;nao;
Client580;5;18;13;8293;5;21;19;8479;Fim Da Inocencia;;nao;
Client581;6;17;35;9695;6;20;48;9888;Fim Da Inocencia;;nao;
Client584;6;18;9;9729;6;21;13;9913;Fim Da Inocencia;;nao;
Client585;4;17;42;6822;4;20;44;7004;Fim Da Inocencia;;nao;
Client588;5;15;33;8133;5;20;5;8405;Fim Da Inocencia;;nao;
Client593;4;19;35;6935;4;21;6;7026;Fim Da Inocencia;;nao;
Client595;4;16;34;6754;4;21;28;7048;Fim Da Inocencia;;nao;
Client589;4;18;39;6879;4;20;45;7005;Fim Da Inocencia;;nao;
Client587;6;18;6;9726;6;21;4;9904;Fim Da Inocencia;;nao;
Client592;6;17;52;9712;6;21;28;9928;Fim Da Inocencia;;nao;
Client594;4;18;22;6862;4;21;37;7057;Fim Da Inocencia;;nao;
Client596;5;17;33;8253;5;21;23;8483;Fim Da Inocencia;;nao;
Client598;4;17;26;6806;4;22;0;7080;Fim Da Inocencia;;nao;
Client3;4;17;37;6817;4;20;55;7015;Star Wars;;nao;
Client0;5;18;35;8315;5;21;39;8499;Star Wars;;nao;
Client14;5;16;56;8216;5;20;18;8418;Star Wars;;nao;
Client21;4;17;8;6788;4;20;12;6972;Star Wars;;nao;
Client30;5;19;59;8399;5;20;5;8405;Star Wars;;nao;
Client28;4;21;25;7045;4;23;6;7146;Star Wars;;nao;
Client27;4;17;22;6802;4;20;14;6974;Star Wars;;nao;
Client18;5;16;46;8206;5;19;34;8374;Star Wars;;nao;
Client49;5;18;1;8281;5;22;30;8550;Star Wars;;nao;
Client53;4;17;0;6780;4;20;7;6967;Star Wars;;nao;
Client55;4;17;5;6785;4;20;18;6978;Star Wars;;nao;
Client56;5;17;13;8233;5;22;4;8524;Star Wars;;nao;
Client63;5;17;47;8267;5;21;41;8501;Star Wars;;nao;
Client64;4;18;17;6857;4;22;19;7099;Star Wars;;nao;
Client68;5;16;31;8191;5;20;36;8436;Star Wars;;nao;
Client71;5;19;1;8341;5;22;7;8527;Star Wars;;nao;
Client78;4;17;30;6810;4;22;43;7123;Star Wars;;nao;
Client82;4;18;35;6875;4;22;41;7121;Star Wars;;nao;
Client80;5;16;49;8209;5;20;45;8445;Star Wars;;nao;
Client87;4;16;51;6771;4;21;18;7038;Star Wars;;nao;
Client89;5;17;37;8257;5;21;47;8507;Star Wars;;nao;
Client99;5;16;32;8192;5;20;40;8440;Star Wars;;nao;
Client101;4;17;58;6838;4;22;25;7105;Star Wars;;nao;
Client112;5;19;0;8340;5;22;15;8535;Star Wars;;nao;
Client114;4;18;26;6866;4;20;51;7011;Star Wars;;nao;
Client116;4;17;38;6818;4;20;48;7008;Star Wars;;nao;
Client134;4;17;53;6833;4;21;51;7071;Star Wars;;nao;
Client141;5;18;34;8314;5;21;31;8491;Star Wars;;nao;
Client151;5;16;44;8204;5;21;1;8461;Star Wars;;nao;
Client153;5;19;12;8352;5;21;45;8505;Star Wars;;nao;
Client154;5;20;23;8423;5;21;35;8495;Star Wars;;nao;
Client156;5;16;53;8213;5;20;10;8410;Star Wars;;nao;
Client166;4;18;12;6852;4;21;49;7069;Star Wars;;nao;
Client167;4;19;1;6901;4;22;22;7102;Star Wars;;nao;
Client163;4;16;52;6772;4;22;9;7089;Star Wars;;nao;
Client161;4;17;49;6829;4;21;22;7042;Star Wars;;nao;
Client177;4;17;41;6821;4;20;49;7009;Star Wars;;nao;
Client183;4;17;22;6802;4;20;23;6983;Star Wars;;nao;
Client182;5;17;55;8275;5;21;34;8494;Star Wars;;nao;
Client184;4;18;8;6848;4;21;10;7030;Star Wars;;nao;
Client190;4;20;6;6966;4;20;16;6976;Star Wars;;nao;
Client198;5;17;2;8222;5;21;39;8499;Star Wars;;nao;
Client203;5;17;24;8244;5;21;25;8485;Star Wars;;nao;
Client204;5;16;21;8181;5;19;50;8390;Star Wars;;nao;
Client218;4;17;19;6799;4;21;11;7031;Star Wars;;nao;
Client216;5;17;17;8237;5;20;18;8418;Star Wars;;nao;
Client224;5;16;53;8213;5;19;51;8391;Star Wars;;nao;
Client242;5;19;42;8382;5;22;22;8542;Star Wars;;nao;
Client222;5;18;14;8294;5;20;50;8450;Star Wars;;nao;
Client231;5;17;7;8227;5;21;9;8469;Star Wars;;nao;
Client241;5;17;2;8222;5;21;0;8460;Star Wars;;nao;
Client247;4;17;38;6818;4;19;25;6925;Star Wars;;nao;
Client256;4;17;1;6781;4;22;13;7093;Star Wars;;nao;
Client259;5;18;27;8307;5;21;17;8477;Star Wars;;nao;
Client266;4;19;17;6917;4;22;55;7135;Star Wars;;nao;
Client269;4;17;25;6805;4;22;33;7113;Star Wars;;nao;
Client275;5;18;10;8290;5;20;55;8455;Star Wars;;nao;
Client286;5;18;5;8285;5;21;19;8479;Star Wars;;nao;
Client291;4;18;37;6877;4;22;37;7117;Star Wars;;nao;
Client294;5;21;8;8468;5;22;5;8525;Star Wars;;nao;
Client303;2;18;16;3976;2;20;9;4089;Fim Da Inocencia;;nao;
Client321;4;17;2;6782;4;20;52;7012;Fim Da Inocencia;;nao;
Client322;6;19;19;9799;6;20;3;9843;Fim Da Inocencia;;nao;
Client323;5;19;36;8376;5;21;42;8502;Fim Da Inocencia;;nao;
Client325;3;19;19;5479;3;20;38;5558;Fim Da Inocencia;;nao;
Client336;5;18;9;8289;5;22;21;8541;Fim Da Inocencia;;nao;
Client337;3;19;19;5479;3;21;15;5595;Fim Da Inocencia;;nao;
Client330;5;18;13;8293;5;21;56;8516;Fim Da Inocencia;;nao;
Client343;5;18;57;8337;5;22;5;8525;Fim Da Inocencia;;nao;
Client346;4;17;32;6812;4;18;46;6886;Fim Da Inocencia;;nao;
Client348;5;16;24;8184;5;21;6;8466;Fim Da Inocencia;;nao;
Client352;5;17;8;8228;5;19;57;8397;Fim Da Inocencia;;nao;
Client353;4;16;42;6762;4;20;40;7000;Fim Da Inocencia;;nao;
Client360;4;16;55;6775;4;20;5;6965;Fim Da Inocencia;;nao;
Client363;5;18;8;8288;5;22;4;8524;Fim Da Inocencia;;nao;
Client368;5;17;6;8226;5;20;35;8435;Fim Da Inocencia;;nao;
Client373;1;17;25;2485;1;21;37;2737;Fim Da Inocencia;;nao;
Client374;5;17;56;8276;5;22;3;8523;Fim Da Inocencia;;nao;
Client375;4;18;19;6859;4;19;51;6951;Fim Da Inocencia;;nao;
Client377;0;19;40;1180;0;21;37;1297;Fim Da Inocencia;;nao;
Client384;4;17;12;6792;4;20;48;7008;Fim Da Inocencia;;nao;
Client385;6;18;49;9769;6;21;53;9953;Fim Da Inocencia;;nao;
Client393;5;18;58;8338;5;21;45;8505;Fim Da Inocencia;;nao;
Client402;5;17;51;8271;5;21;24;8484;Fim Da Inocencia;;nao;
Client408;5;17;33;8253;5;21;0;8460;Fim Da Inocencia;;nao;
Client410;5;17;18;8238;5;21;17;8477;Fim Da Inocencia;;nao;
Client412;5;17;57;8277;5;21;30;8490;Fim Da Inocencia;;nao;
Client416;5;18;2;8282;5;20;5;8405;Fim Da Inocencia;;nao;
Client418;4;17;29;6809;4;21;6;7026;Fim Da Inocencia;;nao;
Client419;4;17;20;6800;4;20;56;7016;Fim Da Inocencia;;nao;
Client425;5;17;50;8270;5;22;28;8548;Fim Da Inocencia;;nao;
Client423;5;16;8;8168;5;20;58;8458;Fim Da Inocencia;;nao;
Client426;6;18;55;9775;6;21;8;9908;Fim Da Inocencia;;nao;
Client432;4;17;15;6795;4;20;38;6998;Fim Da Inocencia;;nao;
Client434;5;17;22;8242;5;20;9;8409;Fim Da Inocencia;;nao;
Client443;1;20;44;2684;1;21;27;2727;Fim Da Inocencia;;nao;
Client445;5;16;40;8200;5;21;32;8492;Fim Da Inocencia;;nao;
Client448;5;16;36;8196;5;20;8;8408;Fim Da Inocencia;;nao;
Client457;6;19;10;9790;6;21;11;9911;Fim Da Inocencia;;nao;
Client458;5;17;16;8236;5;20;57;8457;Fim Da Inocencia;;nao;
Client459;4;16;53;6773;4;21;10;7030;Fim Da Inocencia;;nao;
Client470;1;17;22;2482;1;21;2;2702;Fim Da Inocencia;;nao;
Client469;5;17;50;8270;5;21;46;8506;Fim Da Inocencia;;nao;
Client471;4;16;41;6761;4;19;5;6905;Fim Da Inocencia;;nao;
Client477;4;17;40;6820;4;21;7;7027;Fim Da Inocencia;;nao;
Client479;5;20;37;8437;5;22;53;8573;Fim Da Inocencia;;nao;
Client483;5;16;48;8208;5;20;22;8422;Fim Da Inocencia;;nao;
Client484;5;17;44;8264;5;20;28;8428;Fim Da Inocencia;;nao;
Client488;5;17;17;8237;5;20;18;8418;Fim Da Inocencia;;nao;
Client514;4;17;15;6795;4;21;10;7030;Fim Da Inocencia;;nao;
Client502;4;18;59;6899;4;21;16;7036;Fim Da Inocencia;;nao;
Client510;5;18;5;8285;5;22;31;8551;Fim Da Inocencia;;nao;
Client513;1;18;47;2567;1;21;9;2709;Fim Da Inocencia;;nao;
Client515;3;19;12;5472;3;19;57;5517;Fim Da Inocencia;;nao;
Client520;5;16;13;8173;5;21;51;8511;Fim Da Inocencia;;nao;
Client528;5;16;52;8212;5;20;46;8446;Fim Da Inocencia;;nao;
Client536;5;18;5;8285;5;22;8;8528;Fim Da Inocencia;;nao;
Client544;1;17;2;2462;1;20;47;2687;Fim Da Inocencia;;nao;
Client545;0;20;22;1222;0;21;0;1260;Fim Da Inocencia;;nao;
Client511;5;19;6;8346;5;23;10;8590;Fim Da Inocencia;;nao;
Client555;5;17;58;8278;5;21;41;8501;Fim Da Inocencia;;nao;
Client554;1;17;26;2486;1;21;0;2700;Fim Da Inocencia;;nao;
Client566;5;18;55;8335;5;21;31;8491;Fim Da Inocencia;;nao;
Client565;6;19;17;9797;6;21;18;9918;Fim Da Inocencia;;nao;
Client573;5;17;48;8268;5;22;18;8538;Fim Da Inocencia;;nao;
Client580;5;18;32;8312;5;20;28;8428;Fim Da Inocencia;;nao;
Client587;2;19;50;4070;2;21;0;4140;Fim Da Inocencia;;nao;
Client589;5;16;21;8181;5;19;40;8380;Fim Da Inocencia;;nao;
Client593;4;16;53;6773;4;19;33;6933;Fim Da Inocencia;;nao;
Client594;4;16;53;6773;4;20;16;6976;Fim Da Inocencia;;nao;
Client32;4;16;52;6772;4;21;16;7036;Star Wars;;nao;
Client19;4;16;50;6770;4;20;30;6990;Star Wars;;nao;
Client20;4;17;40;6820;4;21;4;7024;Star Wars;;nao;
Client30;4;16;27;6747;4;20;16;6976;Star Wars;;nao;
Client29;4;17;20;6800;4;21;18;7038;Star Wars;;nao;
Client49;4;17;44;6824;4;21;26;7046;Star Wars;;nao;
Client64;4;17;36;6816;4;20;13;6973;Star Wars;;nao;
Client74;4;18;48;6888;4;19;42;6942;Star Wars;;nao;
Client75;4;17;22;6802;4;21;7;7027;Star Wars;;nao;
Client80;4;17;5;6785;4;20;29;6989;Star Wars;;nao;
Client82;4;16;17;6737;4;20;6;6966;Star Wars;;nao;
Client102;4;18;43;6883;4;21;32;7052;Star Wars;;nao;
Client109;4;16;56;6776;4;20;57;7017;Star Wars;;nao;
Client116;4;16;47;6767;4;21;13;7033;Star Wars;;nao;
Client117;4;16;38;6758;4;20;34;6994;Star Wars;;nao;
Client120;4;16;36;6756;4;19;56;6956;Star Wars;;nao;
Client121;4;17;34;6814;4;20;15;6975;Star Wars;;nao;
Client126;4;16;8;6728;4;19;17;6917;Star Wars;;nao;
Client127;4;17;41;6821;4;21;31;7051;Star Wars;;nao;
Client137;4;16;44;6764;4;20;52;7012;Star Wars;;nao;
Client140;4;17;38;6818;4;20;18;6978;Star Wars;;nao;
Client156;4;16;49;6769;4;20;57;7017;Star Wars;;nao;
Client191;4;18;15;6855;4;20;32;6992;Star Wars;;nao;
Client199;4;17;46;6826;4;20;39;6999;Star Wars;;nao;
Client203;4;18;8;6848;4;21;48;7068;Star Wars;;nao;
Client223;4;16;23;6743;4;20;16;6976;Star Wars;;nao;
Client227;4;17;39;6819;4;21;9;7029;Star Wars;;nao;
Client240;4;20;15;6975;4;21;3;7023;Star Wars;;nao;
Client249;4;20;4;6964;4;21;30;7050;Star Wars;;nao;
Client257;4;16;40;6760;4;21;2;7022;Star Wars;;nao;
Client260;4;17;7;6787;4;20;5;6965;Star Wars;;nao;
Client269;4;16;47;6767;4;20;33;6993;Star Wars;;nao;
Client270;4;20;11;6971;4;21;28;7048;Star Wars;;nao;
Client247;4;18;0;6840;4;21;38;7058;Star Wars;;nao;
Client276;4;16;41;6761;4;20;34;6994;Star Wars;;nao;
Client278;4;16;34;6754;4;20;32;6992;Star Wars;;nao;
Client282;4;16;42;6762;4;19;8;6908;Star Wars;;nao;
Client285;4;16;22;6742;4;21;14;7034;Star Wars;;nao;
Client291;4;18;5;6845;4;20;53;7013;Star Wars;;nao;
Client289;4;17;49;6829;4;20;35;6995;Star Wars;;nao;
Client307;5;18;0;8280;5;20;32;8432;Fim Da Inocencia;;nao;
Client310;5;18;12;8292;5;21;59;8519;Fim Da Inocencia;;nao;
Client312;4;20;5;6965;4;21;37;7057;Fim Da Inocencia;;nao;
Client313;6;16;39;9639;6;21;48;9948;Fim Da Inocencia;;nao;
Client308;4;16;38;6758;4;21;23;7043;Fim Da Inocencia;;nao;
Client317;5;16;48;8208;5;20;45;8445;Fim Da Inocencia;;nao;
Client316;6;20;32;9872;6;22;24;9984;Fim Da Inocencia;;nao;
Client327;6;19;6;9786;6;21;51;9951;Fim Da Inocencia;;nao;
Client329;4;16;25;6745;4;21;13;7033;Fim Da Inocencia;;nao;
Client333;1;20;57;2697;1;21;37;2737;Fim Da Inocencia;;nao;
Client338;6;16;34;9634;6;20;22;9862;Fim Da Inocencia;;nao;
Client339;6;18;57;9777;6;21;15;9915;Fim Da Inocencia;;nao;
Client341;4;17;27;6807;4;21;11;7031;Fim Da Inocencia;;nao;
Client342;6;17;30;9690;6;21;1;9901;Fim Da Inocencia;;nao;
Client347;4;17;28;6808;4;21;10;7030;Fim Da Inocencia;;nao;
Client346;6;17;51;9711;6;21;20;9920;Fim Da Inocencia;;nao;
Client345;6;16;59;9659;6;21;55;9955;Fim Da Inocencia;;nao;
Client348;5;17;8;8228;5;21;41;8501;Fim Da Inocencia;;nao;
Client355;6;18;5;9725;6;21;43;9943;Fim Da Inocencia;;nao;
Client356;4;17;1;6781;4;20;14;6974;Fim Da Inocencia;;nao;
Client354;5;16;45;8205;5;21;30;8490;Fim Da Inocencia;;nao;
Client360;4;19;0;6900;4;23;9;7149;Fim Da Inocencia;;nao;
Client358;5;16;28;8188;5;19;55;8395;Fim Da Inocencia;;nao;
Client364;4;17;20;6800;4;20;53;7013;Fim Da Inocencia;;nao;
Client366;4;18;6;6846;4;21;12;7032;Fim Da Inocencia;;nao;
Client367;4;16;56;6776;4;20;25;6985;Fim Da Inocencia;;nao;
Client372;4;18;11;6851;4;22;20;7100;Fim Da Inocencia;;nao;
Client373;4;18;0;6840;4;21;1;7021;Fim Da Inocencia;;nao;
Client374;4;19;49;6949;4;21;25;7045;Fim Da Inocencia;;nao;
Client375;6;17;2;9662;6;21;20;9920;Fim Da Inocencia;;nao;
Client376;2;17;42;3942;2;18;39;3999;Fim Da Inocencia;;nao;
Client378;6;17;11;9671;6;21;6;9906;Fim Da Inocencia;;nao;
Client379;5;16;54;8214;5;21;36;8496;Fim Da Inocencia;;nao;
Client382;5;18;10;8290;5;20;52;8452;Fim Da Inocencia;;nao;
Client386;5;16;15;8175;5;20;47;8447;Fim Da Inocencia;;nao;
Client387;4;17;44;6824;4;20;28;6988;Fim Da Inocencia;;nao;
Client394;4;17;43;6823;4;20;53;7013;Fim Da Inocencia;;nao;
Client404;4;16;33;6753;4;21;3;7023;Fim Da Inocencia;;nao;
Client406;2;17;52;3952;2;21;8;4148;Fim Da Inocencia;;nao;
Client410;0;18;49;1129;0;19;28;1168;Fim Da Inocencia;;nao;
Client405;6;19;8;9788;6;20;6;9846;Fim Da Inocencia;;nao;
Client408;0;18;20;1100;0;19;12;1152;Fim Da Inocencia;;nao;
Client412;5;16;53;8213;5;21;24;8484;Fim Da Inocencia;;nao;
